STATISTICS.packets_TO_BS3 STATISTICS.DEAD3 STATISTICS.ALLIVE3
35872.00 35875.00 35876.00
35877.00 35880.00 35881.00
35882.00 35883.00 35884.00
35885.00 35888.00 35889.00
35890.00 35891.00 35892.00
35893.00 35896.00 35897.00
35898.00 35901.00 35904.00
35905.00 35906.00 35907.00
35908.00 35909.00 35910.00
35911.00 35912.00 35915.00
35916.00 35917.00 35918.00
35919.00 35920.00 35921.00
35922.00 35923.00 35926.00
35927.00 35930.00 35931.00
35932.00 35933.00 35936.00
35937.00 35938.00 35939.00
35940.00 35941.00 35942.00
35945.00 35946.00 35947.00
35948.00 35949.00 35950.00
35953.00 35954.00 35957.00
35958.00 35959.00 35960.00
35961.00 35962.00 35963.00
35964.00 35967.00 35968.00
35969.00 35970.00 35971.00
35974.00 35975.00 35978.00
35979.00 35980.00 35981.00
35982.00 35983.00 35984.00
35985.00 35986.00 35987.00
35988.00 35993.00 35994.00
35995.00 35996.00 35997.00
35998.00 35999.00 36000.00
36003.00 36004.00 36005.00
36006.00 36007.00 36010.00
36013.00 36014.00 36015.00
36018.00 36019.00 36020.00
36021.00 36022.00 36023.00
36024.00 36025.00 36026.00
36027.00 36028.00 36029.00
36030.00 36031.00 36032.00
36033.00 36038.00 36039.00
36040.00 36041.00 36042.00
36043.00 36044.00 36047.00
36048.00 36051.00 36052.00
36053.00 36054.00 36057.00
36058.00 36059.00 36062.00
36063.00 36064.00 36065.00
36066.00 36067.00 36068.00
36069.00 36070.00 36071.00
36072.00 36075.00 36076.00
36077.00 36080.00 36081.00
36082.00 36083.00 36084.00
36087.00 36088.00 36089.00
36092.00 36093.00 36094.00
36095.00 36096.00 36097.00
36100.00 36101.00 36102.00
36105.00 36106.00 36107.00
36108.00 36109.00 36110.00
36111.00 36112.00 36113.00
36114.00 36117.00 36120.00
36121.00 36122.00 36123.00
36124.00 36127.00 36128.00
36131.00 36132.00 36133.00
36134.00 36135.00 36136.00
36137.00 36138.00 36139.00
36140.00 36141.00 36142.00
36145.00 36148.00 36149.00
36150.00 36151.00 36152.00
36153.00 36154.00 36155.00
36156.00 36157.00 36158.00
36161.00 36162.00 36165.00
36166.00 36167.00 36168.00
36169.00 36170.00 36171.00
36172.00 36173.00 36174.00
36175.00 36178.00 36179.00
36180.00 36181.00 36182.00
36183.00 36184.00 36185.00
36186.00 36187.00 36188.00
36189.00 36190.00 36191.00
36192.00 36193.00 36196.00
36197.00 36198.00 36199.00
36200.00 36201.00 36202.00
36203.00 36204.00 36205.00
36206.00 36209.00 36210.00
36211.00 36212.00 36215.00
36216.00 36217.00 36218.00
36219.00 36220.00 36221.00
36222.00 36223.00 36224.00
36227.00 36228.00 36229.00
36230.00 36231.00 36232.00
36233.00 36234.00 36235.00
36236.00 36237.00 36240.00
36241.00 36242.00 36243.00
36244.00 36245.00 36246.00
36247.00 36250.00 36251.00
36252.00 36253.00 36254.00
36255.00 36256.00 36257.00
36258.00 36261.00 36262.00
36263.00 36264.00 36265.00
36266.00 36267.00 36268.00
36269.00 36270.00 36271.00
36272.00 36273.00 36274.00
36277.00 36278.00 36279.00
36280.00 36281.00 36282.00
36285.00 36286.00 36287.00
36288.00 36289.00 36290.00
36291.00 36292.00 36293.00
36294.00 36295.00 36296.00
36297.00 36298.00 36299.00
36302.00 36303.00 36304.00
36305.00 36306.00 36307.00
36308.00 36309.00 36310.00
36311.00 36314.00 36315.00
36316.00 36317.00 36318.00
36319.00 36320.00 36321.00
36322.00 36323.00 36324.00
36325.00 36326.00 36329.00
36330.00 36331.00 36332.00
36333.00 36334.00 36335.00
36336.00 36337.00 36340.00
36341.00 36342.00 36345.00
36346.00 36347.00 36348.00
36349.00 36350.00 36351.00
36352.00 36353.00 36354.00
36355.00 36356.00 36357.00
36358.00 36359.00 36362.00
36363.00 36364.00 36365.00
36366.00 36367.00 36368.00
36369.00 36370.00 36371.00
36374.00 36375.00 36376.00
36377.00 36378.00 36379.00
36382.00 36383.00 36384.00
36385.00 36386.00 36387.00
36388.00 36389.00 36390.00
36393.00 36394.00 36395.00
36396.00 36397.00 36398.00
36399.00 36400.00 36401.00
36402.00 36405.00 36406.00
36407.00 36408.00 36409.00
36410.00 36411.00 36412.00
36413.00 36414.00 36415.00
36416.00 36417.00 36418.00
36419.00 36420.00 36421.00
36424.00 36425.00 36426.00
36427.00 36428.00 36429.00
36430.00 36431.00 36432.00
36433.00 36434.00 36435.00
36436.00 36437.00 36438.00
36439.00 36440.00 36441.00
36442.00 36443.00 36444.00
36445.00 36446.00 36447.00
36448.00 36449.00 36450.00
36451.00 36452.00 36453.00
36454.00 36455.00 36456.00
36457.00 36458.00 36459.00
36460.00 36461.00 36462.00
36463.00 36464.00 36465.00
36466.00 36467.00 36468.00
36469.00 36470.00 36471.00
36472.00 36473.00 36474.00
36475.00 36476.00 36477.00
36478.00 36479.00 36480.00
36481.00 36482.00 36483.00
36484.00 36485.00 36486.00
36487.00 36488.00 36489.00
36490.00 36491.00 36492.00
36493.00 36494.00 36495.00
36496.00 36497.00 36498.00
36499.00 36500.00 36501.00
36502.00 36503.00 36504.00
36505.00 36506.00 36507.00
36508.00 36509.00 36510.00
36511.00 36512.00 36513.00
36514.00 36515.00 36516.00
36517.00 36518.00 36519.00
36520.00 36521.00 36522.00
36523.00 36524.00 36525.00
36526.00 36527.00 36528.00
36529.00 36530.00 36531.00
36532.00 36533.00 36534.00
36535.00 36536.00 36537.00
36538.00 36539.00 36540.00
36541.00 36542.00 36543.00
36544.00 36545.00 36546.00
36547.00 36548.00 36549.00
36550.00 36551.00 36552.00
36553.00 36554.00 36555.00
36556.00 36557.00 36558.00
36559.00 36560.00 36561.00
36562.00 36563.00 36564.00
36565.00 36566.00 36567.00
36568.00 36569.00 36570.00
36571.00 36572.00 36573.00
36574.00 36575.00 36576.00
36577.00 36578.00 36579.00
36580.00 36581.00 36582.00
36583.00 36584.00 36585.00
36586.00 36587.00 36588.00
36589.00 36590.00 36591.00
36592.00 36593.00 36594.00
36595.00 36596.00 36597.00
36598.00 36599.00 36600.00
36601.00 36602.00 36603.00
36604.00 36605.00 36606.00
36607.00 36608.00 36609.00
36610.00 36611.00 36612.00
36613.00 36614.00 36615.00
36616.00 36617.00 36618.00
36619.00 36620.00 36621.00
36622.00 36623.00 36624.00
36625.00 36626.00 36627.00
36628.00 36629.00 36630.00
36631.00 36632.00 36633.00
36634.00 36635.00 36636.00
36637.00 36638.00 36639.00
36640.00 36641.00 36642.00
36643.00 36644.00 36645.00
36646.00 36647.00 36648.00
36649.00 36650.00 36651.00
36652.00 36653.00 36654.00
36655.00 36656.00 36657.00
36658.00 36659.00 36660.00
36661.00 36662.00 36663.00
36664.00 36665.00 36666.00
36667.00 36668.00 36669.00
36670.00 36671.00 36672.00
36673.00 36674.00 36675.00
36676.00 36677.00 36678.00
36679.00 36680.00 36681.00
36682.00 36683.00 36684.00
36685.00 36686.00 36687.00
36688.00 36689.00 36690.00
36691.00 36692.00 36693.00
36694.00 36695.00 36696.00
36697.00 36698.00 36699.00
36700.00 36701.00 36702.00
36703.00 36704.00 36705.00
36706.00 36707.00 36708.00
36709.00 36710.00 36711.00
36712.00 36713.00 36714.00
36715.00 36716.00 36717.00
36718.00 36719.00 36720.00
36721.00 36722.00 36723.00
36724.00 36725.00 36726.00
36727.00 36728.00 36729.00
36730.00 36731.00 36732.00
36733.00 36734.00 36735.00
36736.00 36737.00 36738.00
36739.00 36740.00 36741.00
36742.00 36743.00 36744.00
36745.00 36746.00 36747.00
36748.00 36749.00 36750.00
36751.00 36752.00 36753.00
36754.00 36755.00 36756.00
36757.00 36758.00 36759.00
36760.00 36761.00 36762.00
36763.00 36764.00 36765.00
36766.00 36767.00 36768.00
36769.00 36770.00 36771.00
36772.00 36773.00 36774.00
36775.00 36776.00 36777.00
36778.00 36779.00 36780.00
36781.00 36782.00 36783.00
36784.00 36785.00 36786.00
36787.00 36788.00 36789.00
36790.00 36791.00 36792.00
36793.00 36794.00 36795.00
36796.00 36797.00 36798.00
36799.00 36800.00 36801.00
36802.00 36803.00 36804.00
36805.00 36806.00 36807.00
36808.00 36809.00 36810.00
36811.00 36812.00 36813.00
36814.00 36815.00 36816.00
36817.00 36818.00 36819.00
36820.00 36821.00 36822.00
36823.00 36824.00 36825.00
36826.00 36827.00 36828.00
36829.00 36830.00 36831.00
36832.00 36833.00 36834.00
36835.00 36836.00 36837.00
36838.00 36839.00 36840.00
36841.00 36842.00 36843.00
36844.00 36845.00 36846.00
36847.00 36848.00 36849.00
36850.00 36851.00 36852.00
36853.00 36854.00 36855.00
36856.00 36857.00 36858.00
36859.00 36860.00 36861.00
36862.00 36863.00 36864.00
36865.00 36866.00 36867.00
36868.00 36869.00 36870.00
36871.00 36872.00 36873.00
36874.00 36875.00 36876.00
36877.00 36878.00 36879.00
36880.00 36881.00 36882.00
36883.00 36884.00 36885.00
36886.00 36887.00 36888.00
36889.00 36890.00 36891.00
36892.00 36893.00 36894.00
36895.00 36896.00 36897.00
36898.00 36899.00 36900.00
36901.00 36902.00 36903.00
36904.00 36905.00 36906.00
36907.00 36908.00 36909.00
36910.00 36911.00 36912.00
36913.00 36914.00 36915.00
36916.00 36917.00 36918.00
36919.00 36920.00 36921.00
36922.00 36923.00 36924.00
36925.00 36926.00 36927.00
36928.00 36929.00 36930.00
36931.00 36932.00 36933.00
36934.00 36935.00 36936.00
36937.00 36938.00 36939.00
36940.00 36941.00 36942.00
36943.00 36944.00 36945.00
36946.00 36947.00 36948.00
36949.00 36950.00 36951.00
36952.00 36953.00 36954.00
36955.00 36956.00 36957.00
36958.00 36959.00 36960.00
36961.00 36962.00 36963.00
36964.00 36965.00 36966.00
36967.00 36968.00 36969.00
36970.00 36971.00 36972.00
36973.00 36974.00 36975.00
36976.00 36977.00 36978.00
36979.00 36980.00 36981.00
36982.00 36983.00 36984.00
36985.00 36986.00 36987.00
36988.00 36989.00 36990.00
36991.00 36992.00 36993.00
36994.00 36995.00 36996.00
36997.00 36998.00 36999.00
37000.00 37001.00 37002.00
37003.00 37004.00 37005.00
37006.00 37007.00 37008.00
37009.00 37010.00 37011.00
37012.00 37013.00 37014.00
37015.00 37016.00 37017.00
37018.00 37019.00 37020.00
37021.00 37022.00 37023.00
37024.00 37025.00 37026.00
37027.00 37028.00 37029.00
37030.00 37031.00 37032.00
37033.00 37034.00 37035.00
37036.00 37037.00 37038.00
37039.00 37040.00 37041.00
37042.00 37043.00 37044.00
37045.00 37046.00 37047.00
37048.00 37049.00 37050.00
37051.00 37052.00 37053.00
37054.00 37055.00 37056.00
37057.00 37058.00 37059.00
37060.00 37061.00 37062.00
37063.00 37064.00 37065.00
37066.00 37067.00 37068.00
37069.00 37070.00 37071.00
37072.00 37073.00 37074.00
37075.00 37076.00 37077.00
37078.00 37079.00 37080.00
37081.00 37082.00 37083.00
37084.00 37085.00 37086.00
37087.00 37088.00 37089.00
37090.00 37091.00 37092.00
37093.00 37094.00 37095.00
37096.00 37097.00 37098.00
37099.00 37100.00 37101.00
37102.00 37103.00 37104.00
37105.00 37106.00 37107.00
37108.00 37109.00 37110.00
37111.00 37112.00 37113.00
37114.00 37115.00 37116.00
37117.00 37118.00 37119.00
37120.00 37121.00 37122.00
37123.00 37124.00 37125.00
37126.00 37127.00 37128.00
37129.00 37130.00 37131.00
37132.00 37133.00 37134.00
37135.00 37136.00 37137.00
37138.00 37139.00 37140.00
37141.00 37142.00 37143.00
37144.00 37145.00 37146.00
37147.00 37148.00 37149.00
37150.00 37151.00 37152.00
37153.00 37154.00 37155.00
37156.00 37157.00 37158.00
37159.00 37160.00 37161.00
37162.00 37163.00 37164.00
37165.00 37166.00 37167.00
37168.00 37169.00 37170.00
37171.00 37172.00 37173.00
37174.00 37175.00 37176.00
37177.00 37178.00 37179.00
37180.00 37181.00 37182.00
37183.00 37184.00 37185.00
37186.00 37187.00 37188.00
37189.00 37190.00 37191.00
37192.00 37193.00 37194.00
37195.00 37196.00 37197.00
37198.00 37199.00 37200.00
37201.00 37202.00 37203.00
37204.00 37205.00 37206.00
37207.00 37208.00 37209.00
37210.00 37211.00 37212.00
37213.00 37214.00 37215.00
37216.00 37217.00 37218.00
37219.00 37220.00 37221.00
37222.00 37223.00 37224.00
37225.00 37226.00 37227.00
37228.00 37229.00 37230.00
37231.00 37232.00 37233.00
37234.00 37235.00 37236.00
37237.00 37238.00 37239.00
37240.00 37241.00 37242.00
37243.00 37244.00 37245.00
37246.00 37247.00 37248.00
37249.00 37250.00 37251.00
37252.00 37253.00 37254.00
37255.00 37256.00 37257.00
37258.00 37259.00 37260.00
37261.00 37262.00 37263.00
37264.00 37265.00 37266.00
37267.00 37268.00 37269.00
37270.00 37271.00 37272.00
37273.00 37274.00 37275.00
37276.00 37277.00 37278.00
37279.00 37280.00 37281.00
37282.00 37283.00 37284.00
37285.00 37286.00 37287.00
37288.00 37289.00 37290.00
37291.00 37292.00 37293.00
37294.00 37295.00 37296.00
37297.00 37298.00 37299.00
37300.00 37301.00 37302.00
37303.00 37304.00 37305.00
37306.00 37307.00 37308.00
37309.00 37310.00 37311.00
37312.00 37313.00 37314.00
37315.00 37316.00 37317.00
37318.00 37319.00 37320.00
37321.00 37322.00 37323.00
37324.00 37325.00 37326.00
37327.00 37328.00 37329.00
37330.00 37331.00 37332.00
37333.00 37334.00 37335.00
37336.00 37337.00 37338.00
37339.00 37340.00 37341.00
37342.00 37343.00 37344.00
37345.00 37346.00 37347.00
37348.00 37349.00 37350.00
37351.00 37352.00 37353.00
37354.00 37355.00 37356.00
37357.00 37358.00 37359.00
37360.00 37361.00 37362.00
37363.00 37364.00 37365.00
37366.00 37367.00 37368.00
37369.00 37370.00 37371.00
37372.00 37373.00 37374.00
37375.00 37376.00 37377.00
37378.00 37379.00 37380.00
37381.00 37382.00 37383.00
37384.00 37385.00 37386.00
37387.00 37388.00 37389.00
37390.00 37391.00 37392.00
37393.00 37394.00 37395.00
37396.00 37397.00 37398.00
37399.00 37400.00 37401.00
37402.00 37403.00 37404.00
37405.00 37406.00 37407.00
37408.00 37409.00 37410.00
37411.00 37412.00 37413.00
37414.00 37415.00 37416.00
37417.00 37418.00 37419.00
37420.00 37421.00 37422.00
37423.00 37424.00 37425.00
37426.00 37427.00 37428.00
37429.00 37430.00 37431.00
37432.00 37433.00 37434.00
37435.00 37436.00 37437.00
37438.00 37439.00 37440.00
37441.00 37442.00 37443.00
37444.00 37445.00 37446.00
37447.00 37448.00 37449.00
37450.00 37451.00 37452.00
37453.00 37454.00 37455.00
37456.00 37457.00 37458.00
37459.00 37460.00 37461.00
37462.00 37463.00 37464.00
37465.00 37466.00 37467.00
37468.00 37469.00 37470.00
37471.00 37472.00 37473.00
37474.00 37475.00 37476.00
37477.00 37478.00 37479.00
37480.00 37481.00 37482.00
37483.00 37484.00 37485.00
37486.00 37487.00 37488.00
37489.00 37490.00 37491.00
37492.00 37493.00 37494.00
37495.00 37496.00 37497.00
37498.00 37499.00 37500.00
37501.00 37502.00 37503.00
37504.00 37505.00 37506.00
37507.00 37508.00 37509.00
37510.00 37511.00 37512.00
37513.00 37514.00 37515.00
37516.00 37517.00 37518.00
37519.00 37520.00 37521.00
37522.00 37523.00 37524.00
37525.00 37526.00 37527.00
37528.00 37529.00 37530.00
37531.00 37532.00 37533.00
37534.00 37535.00 37536.00
37537.00 37538.00 37539.00
37540.00 37541.00 37542.00
37543.00 37544.00 37545.00
37546.00 37547.00 37548.00
37549.00 37550.00 37551.00
37552.00 37553.00 37554.00
37555.00 37556.00 37557.00
37558.00 37559.00 37560.00
37561.00 37562.00 37563.00
37564.00 37565.00 37566.00
37567.00 37568.00 37569.00
37570.00 37571.00 37572.00
37573.00 37574.00 37575.00
37576.00 37577.00 37578.00
37579.00 37580.00 37581.00
37582.00 37583.00 37584.00
37585.00 37586.00 37587.00
37588.00 37589.00 37590.00
37591.00 37592.00 37593.00
37594.00 37595.00 37596.00
37597.00 37598.00 37599.00
37600.00 37601.00 37602.00
37603.00 37604.00 37605.00
37606.00 37607.00 37608.00
37609.00 37610.00 37611.00
37612.00 37613.00 37614.00
37615.00 37616.00 37617.00
37618.00 37619.00 37620.00
37621.00 37622.00 37623.00
37624.00 37625.00 37626.00
37627.00 37628.00 37629.00
37630.00 37631.00 37632.00
37633.00 37634.00 37635.00
37636.00 37637.00 37638.00
37639.00 37640.00 37641.00
37642.00 37643.00 37644.00
37645.00 37646.00 37647.00
37648.00 37649.00 37650.00
37651.00 37652.00 37653.00
37654.00 37655.00 37656.00
37657.00 37658.00 37659.00
37660.00 37661.00 37662.00
37663.00 37664.00 37665.00
37666.00 37667.00 37668.00
37669.00 37670.00 37671.00
37672.00 37673.00 37674.00
37675.00 37676.00 37677.00
37678.00 37679.00 37680.00
37681.00 37682.00 37683.00
37684.00 37685.00 37686.00
37687.00 37688.00 37689.00
37690.00 37691.00 37692.00
37693.00 37694.00 37695.00
37696.00 37697.00 37698.00
37699.00 37700.00 37701.00
37702.00 37703.00 37704.00
37705.00 37706.00 37707.00
37708.00 37709.00 37710.00
37711.00 37712.00 37713.00
37714.00 37715.00 37716.00
37717.00 37718.00 37719.00
37720.00 37721.00 37722.00
37723.00 37724.00 37725.00
37726.00 37727.00 37728.00
37729.00 37730.00 37731.00
37732.00 37733.00 37734.00
37735.00 37736.00 37737.00
37738.00 37739.00 37740.00
37741.00 37742.00 37743.00
37744.00 37745.00 37746.00
37747.00 37748.00 37749.00
37750.00 37751.00 37752.00
37753.00 37754.00 37755.00
37756.00 37757.00 37758.00
37759.00 37760.00 37761.00
37762.00 37763.00 37764.00
37765.00 37766.00 37767.00
37768.00 37769.00 37770.00
37771.00 37772.00 37773.00
37774.00 37775.00 37776.00
37777.00 37778.00 37779.00
37780.00 37781.00 37782.00
37783.00 37784.00 37785.00
37786.00 37787.00 37788.00
37789.00 37790.00 37791.00
37792.00 37793.00 37794.00
37795.00 37796.00 37797.00
37798.00 37799.00 37800.00
37801.00 37802.00 37803.00
37804.00 37805.00 37806.00
37807.00 37808.00 37809.00
37810.00 37811.00 37812.00
37813.00 37814.00 37815.00
37816.00 37817.00 37818.00
37819.00 37820.00 37821.00
37822.00 37823.00 37824.00
37825.00 37826.00 37827.00
37828.00 37829.00 37830.00
37831.00 37832.00 37833.00
37834.00 37835.00 37836.00
37837.00 37838.00 37839.00
37840.00 37841.00 37842.00
37843.00 37844.00 37845.00
37846.00 37847.00 37848.00
37849.00 37850.00 37851.00
37852.00 37853.00 37854.00
37855.00 37856.00 37857.00
37858.00 37859.00 37860.00
37861.00 37862.00 37863.00
37864.00 37865.00 37866.00
37867.00 37868.00 37869.00
37870.00 37871.00 37872.00
37873.00 37874.00 37875.00
37876.00 37877.00 37878.00
37879.00 37880.00 37881.00
37882.00 37883.00 37884.00
37885.00 37886.00 37887.00
37888.00 37889.00 37890.00
37891.00 37892.00 37893.00
37894.00 37895.00 37896.00
37897.00 37898.00 37899.00
37900.00 37901.00 37902.00
37903.00 37904.00 37905.00
37906.00 37907.00 37908.00
37909.00 37910.00 37911.00
37912.00 37913.00 37914.00
37915.00 37916.00 37917.00
37918.00 37919.00 37920.00
37921.00 37922.00 37923.00
37924.00 37925.00 37926.00
37927.00 37928.00 37929.00
37930.00 37931.00 37932.00
37933.00 37934.00 37935.00
37936.00 37937.00 37938.00
37939.00 37940.00 37941.00
37942.00 37943.00 37944.00
37945.00 37946.00 37947.00
37948.00 37949.00 37950.00
37951.00 37952.00 37953.00
37954.00 37955.00 37956.00
37957.00 37958.00 37959.00
37960.00 37961.00 37962.00
37963.00 37964.00 37965.00
37966.00 37967.00 37968.00
37969.00 37970.00 37971.00
37972.00 37973.00 37974.00
37975.00 37976.00 37977.00
37978.00 37979.00 37980.00
37981.00 37982.00 37983.00
37984.00 37985.00 37986.00
37987.00 37988.00 37989.00
37990.00 37991.00 37992.00
37993.00 37994.00 37995.00
37996.00 37997.00 37998.00
37999.00 38000.00 38001.00
38002.00 38003.00 38004.00
38005.00 38006.00 38007.00
38008.00 38009.00 38010.00
38011.00 38012.00 38013.00
38014.00 38015.00 38016.00
38017.00 38018.00 38019.00
38020.00 38021.00 38022.00
38023.00 38024.00 38025.00
38026.00 38027.00 38028.00
38029.00 38030.00 38031.00
38032.00 38033.00 38034.00
38035.00 38036.00 38037.00
38038.00 38039.00 38040.00
38041.00 38042.00 38043.00
38044.00 38045.00 38046.00
38047.00 38048.00 38049.00
38050.00 38051.00 38052.00
38053.00 38054.00 38055.00
38056.00 38057.00 38058.00
38059.00 38060.00 38061.00
38062.00 38063.00 38064.00
38065.00 38066.00 38067.00
38068.00 38069.00 38070.00
38071.00 38072.00 38073.00
38074.00 38075.00 38076.00
38077.00 38078.00 38079.00
38080.00 38081.00 38082.00
38083.00 38084.00 38085.00
38086.00 38087.00 38088.00
38089.00 38090.00 38091.00
38092.00 38093.00 38094.00
38095.00 38096.00 38097.00
38098.00 38099.00 38100.00
38101.00 38102.00 38103.00
38104.00 38105.00 38106.00
38107.00 38108.00 38109.00
38110.00 38111.00 38112.00
38113.00 38114.00 38115.00
38116.00 38117.00 38118.00
38119.00 38120.00 38121.00
38122.00 38123.00 38124.00
38125.00 38126.00 38127.00
38128.00 38129.00 38130.00
38131.00 38132.00 38133.00
38134.00 38135.00 38136.00
38137.00 38138.00 38139.00
38140.00 38141.00 38142.00
38143.00 38144.00 38145.00
38146.00 38147.00 38148.00
38149.00 38150.00 38151.00
38152.00 38153.00 38154.00
38155.00 38156.00 38157.00
38158.00 38159.00 38160.00
38161.00 38162.00 38163.00
38164.00 38165.00 38166.00
38167.00 38168.00 38169.00
38170.00 38171.00 38172.00
38173.00 38174.00 38175.00
38176.00 38177.00 38178.00
38179.00 38180.00 38181.00
38182.00 38183.00 38184.00
38185.00 38186.00 38187.00
38188.00 38189.00 38190.00
38191.00 38192.00 38193.00
38194.00 38195.00 38196.00
38197.00 38198.00 38199.00
38200.00 38201.00 38202.00
38203.00 38204.00 38205.00
38206.00 38207.00 38208.00
38209.00 38210.00 38211.00
38212.00 38213.00 38214.00
38215.00 38216.00 38217.00
38218.00 38219.00 38220.00
38221.00 38222.00 38223.00
38224.00 38225.00 38226.00
38227.00 38228.00 38229.00
38230.00 38231.00 38232.00
38233.00 38234.00 38235.00
38236.00 38237.00 38238.00
38239.00 38240.00 38241.00
38242.00 38243.00 38244.00
38245.00 38246.00 38247.00
38248.00 38249.00 38250.00
38251.00 38252.00 38253.00
38254.00 38255.00 38256.00
38257.00 38258.00 38259.00
38260.00 38261.00 38262.00
38263.00 38264.00 38265.00
38266.00 38267.00 38268.00
38269.00 38270.00 38271.00
38272.00 38273.00 38274.00
38275.00 38276.00 38277.00
38278.00 38279.00 38280.00
38281.00 38282.00 38283.00
38284.00 38285.00 38286.00
38287.00 38288.00 38289.00
38290.00 38291.00 38292.00
38293.00 38294.00 38295.00
38296.00 38297.00 38298.00
38299.00 38300.00 38301.00
38302.00 38303.00 38304.00
38305.00 38306.00 38307.00
38308.00 38309.00 38310.00
38311.00 38312.00 38313.00
38314.00 38315.00 38316.00
38317.00 38318.00 38319.00
38320.00 38321.00 38322.00
38323.00 38324.00 38325.00
38326.00 38327.00 38328.00
38329.00 38330.00 38331.00
38332.00 38333.00 38334.00
38335.00 38336.00 38337.00
38338.00 38339.00 38340.00
38341.00 38342.00 38343.00
38344.00 38345.00 38346.00
38347.00 38348.00 38349.00
38350.00 38351.00 38352.00
38353.00 38354.00 38355.00
38356.00 38357.00 38358.00
38359.00 38360.00 38361.00
38362.00 38363.00 38364.00
38365.00 38366.00 38367.00
38368.00 38369.00 38370.00
38371.00 38372.00 38373.00
38374.00 38375.00 38376.00
38377.00 38378.00 38379.00
38380.00 38381.00 38382.00
38383.00 38384.00 38385.00
38386.00 38387.00 38388.00
38389.00 38390.00 38391.00
38392.00 38393.00 38394.00
38395.00 38396.00 38397.00
38398.00 38399.00 38400.00
38401.00 38402.00 38403.00
38404.00 38405.00 38406.00
38407.00 38408.00 38409.00
38410.00 38411.00 38412.00
38413.00 38414.00 38415.00
38416.00 38417.00 38418.00
38419.00 38420.00 38421.00
38422.00 38423.00 38424.00
38425.00 38426.00 38427.00
38428.00 38429.00 38430.00
38431.00 38432.00 38433.00
38434.00 38435.00 38436.00
38437.00 38438.00 38439.00
38440.00 38441.00 38442.00
38443.00 38444.00 38445.00
38446.00 38447.00 38448.00
38449.00 38450.00 38451.00
38452.00 38453.00 38454.00
38455.00 38456.00 38457.00
38458.00 38459.00 38460.00
38461.00 38462.00 38463.00
38464.00 38465.00 38466.00
38467.00 38468.00 38469.00
38470.00 38471.00 38472.00
38473.00 38474.00 38475.00
38476.00 38477.00 38478.00
38479.00 38480.00 38481.00
38482.00 38483.00 38484.00
38485.00 38486.00 38487.00
38488.00 38489.00 38490.00
38491.00 38492.00 38493.00
38494.00 38495.00 38496.00
38497.00 38498.00 38499.00
38500.00 38501.00 38502.00
38503.00 38504.00 38505.00
38506.00 38507.00 38508.00
38509.00 38510.00 38511.00
38512.00 38513.00 38514.00
38515.00 38516.00 38517.00
38518.00 38519.00 38520.00
38521.00 38522.00 38523.00
38524.00 38525.00 38526.00
38527.00 38528.00 38529.00
38530.00 38531.00 38532.00
38533.00 38534.00 38535.00
38536.00 38537.00 38538.00
38539.00 38540.00 38541.00
38542.00 38543.00 38544.00
38545.00 38546.00 38547.00
38548.00 38549.00 38550.00
38551.00 38552.00 38553.00
38554.00 38555.00 38556.00
38557.00 38558.00 38559.00
38560.00 38561.00 38562.00
38563.00 38564.00 38565.00
38566.00 38567.00 38568.00
38569.00 38570.00 38571.00
38572.00 38573.00 38574.00
38575.00 38576.00 38577.00
38578.00 38579.00 38580.00
38581.00 38582.00 38583.00
38584.00 38585.00 38586.00
38587.00 38588.00 38589.00
38590.00 38591.00 38592.00
38593.00 38594.00 38595.00
38596.00 38597.00 38598.00
38599.00 38600.00 38601.00
38602.00 38603.00 38604.00
38605.00 38606.00 38607.00
38608.00 38609.00 38610.00
38611.00 38612.00 38613.00
38614.00 38615.00 38616.00
38617.00 38618.00 38619.00
38620.00 38621.00 38622.00
38623.00 38624.00 38625.00
38626.00 38627.00 38628.00
38629.00 38630.00 38631.00
38632.00 38633.00 38634.00
38635.00 38636.00 38637.00
38638.00 38639.00 38640.00
38641.00 38642.00 38643.00
38644.00 38645.00 38646.00
38647.00 38648.00 38649.00
38650.00 38651.00 38652.00
38653.00 38654.00 38655.00
38656.00 38657.00 38658.00
38659.00 38660.00 38661.00
38662.00 38663.00 38664.00
38665.00 38666.00 38667.00
38668.00 38669.00 38670.00
38671.00 38672.00 38673.00
38674.00 38675.00 38676.00
38677.00 38678.00 38679.00
38680.00 38681.00 38682.00
38683.00 38684.00 38685.00
38686.00 38687.00 38688.00
38689.00 38690.00 38691.00
38692.00 38693.00 38694.00
38695.00 38696.00 38697.00
38698.00 38699.00 38700.00
38701.00 38702.00 38703.00
38704.00 38705.00 38706.00
38707.00 38708.00 38709.00
38710.00 38711.00 38712.00
38713.00 38714.00 38715.00
38716.00 38717.00 38718.00
38719.00 38720.00 38721.00
38722.00 38723.00 38724.00
38725.00 38726.00 38727.00
38728.00 38729.00 38730.00
38731.00 38732.00 38733.00
38734.00 38735.00 38736.00
38737.00 38738.00 38739.00
38740.00 38741.00 38742.00
38743.00 38744.00 38745.00
38746.00 38747.00 38748.00
38749.00 38750.00 38751.00
38752.00 38753.00 38754.00
38755.00 38756.00 38757.00
38758.00 38759.00 38760.00
38761.00 38762.00 38763.00
38764.00 38765.00 38766.00
38767.00 38768.00 38769.00
38770.00 38771.00 38772.00
38773.00 38774.00 38775.00
38776.00 38777.00 38778.00
38779.00 38780.00 38781.00
38782.00 38783.00 38784.00
38785.00 38786.00 38787.00
